64907,1053885
64377,1055083
19539,200001
12012,155035
84246,1359265
66410,1061741
108884,1733901
376,40452
108934,1990843
43463,653770
57349,947437
12035,144802
12035,144931
108813,2057277
121529,2230174
43503,683211
122129,2197922
108986,1991071
108818,2055970
65192,1055485
77259,1314431
58221,928217
19728,198334
19728,198489
77296,1304853
19727,198334
65192,1055774
121623,2234884
19733,200148
2836,40046
43542,685790
28942,425562
58209,928526
19354,181972
58221,928139
76737,1291427
58209,928269
422,23094
28880,397173
19354,181787
45605,686767
5874,60856
84263,1374649
58209,928407
84263,1374751
76740,1292936
76740,1292296
19354,182109
28880,401119
381,39755
58227,928537
11972,154185
58221,928219
58218,928420
76782,1278845
19354,182200
28880,401064
28983,402963
58218,928318
58218,928393
58218,928485
19354,181890
43609,646147
381,39229
76844,1288986
121195,2211591
28880,401301
109156,1994445
58218,928138
66266,1054365
447,23199
19354,182207
12008,155069
121403,2218077
57976,951488
66352,1054306
77019,1328080
57976,951665
77537,1316571
28000,359664
58218,928283
28880,401118
121757,2219911
381,38913
58219,928251
90165,1469366
28880,400908
12008,155048
19832,198867
58219,928386
76869,1309376
5874,63694
58221,928578
58220,928118
121807,2225053
58218,928137
77019,1327499
108810,2057058
381,39797
84271,1365881
90165,1468429
12008,155043
77586,1325310
19929,200794
121403,2217813
109293,1803219
58227,928488
109307,1802995
28880,400966
109293,1805130
33761,495728
376,38739
77019,1329791
29165,412888
109311,1804335
58218,928319
108810,2056487
29165,413681
90165,1470048
12042,145525
121862,2232253
5875,61177
382,39395
646,49415
58227,928607
29177,413909
26476,352017
90176,1454505
646,49995
121403,2217968
121868,2233547
50117,842412
58219,928250
108810,2055587
646,49234
381,40651
43391,547053
57385,953543
58219,928097
66290,1047610
121868,2233556
438,23005
5874,62584
121868,2233298
58319,935206
28617,412328
108810,2055906
121868,2232763
121403,2217697
646,49818
381,39798
381,39753
26474,352396
121430,2221407
5875,62923
58357,934916
66469,1052626
66290,1047626
385,38632
43391,548051
108810,2056793
108810,2057335
5875,60569
26474,352121
19530,199656
385,25256
72951,1217839
90212,1468960
58220,928267
2842,25256
66323,1052182
43391,547819
121403,2218827
57527,974985
106248,1716630
77352,1310384
29223,422712
76922,1324691
5874,63700
28617,412322
28617,412321
43391,547320
58220,928405
105630,1714768
121504,2230532
45491,722282
26542,357197
84265,1388013
124661,2221339
77398,1309128
43194,546685
105570,1716631
84265,1388021
84265,1370515
43391,548053
121523,2230741
58227,928135
84533,1379158
66335,1052828
50382,882230
28618,412316
66601,1198930
43401,660524
77417,1315028
43785,673316
50382,882122
66436,1062655
29223,422868
43785,663709
28649,424401
58227,928285
50548,881986
77097,1299338
77097,1299132
5874,60308
414,23006
28660,424687
58218,928282
77524,1317094
66475,1060820
43344,623582
45489,663709
57855,979860
50383,882038
58227,928346
72956,1236802
58474,937603
5874,60302
77535,1317364
112568,1991778
29223,423006
414,23197
43435,668899
77098,1299438
58218,928484
112446,1880450
57347,947344
84545,1378981
72973,1241684
50568,882067
43344,623294
58227,928486
43790,671623
58218,928347
43446,653473
108948,1990795
109507,1764433
414,23296
28727,409099
20180,201092
84502,1383700
20180,898811
29268,410636
66563,1199360
29268,411098
58218,928344
90212,1468254
90468,1459553
