64377,1055083
108220,1964320
114038,2102938
447,23297
108223,1964905
85112,1374697
114036,2103907
31180,441075
9340,87404
447,23008
108224,1964744
114036,2103429
5874,60849
9340,86538
108225,1965063
114036,2103270
447,23298
79567,1339075
108225,1964467
9340,86962
9340,87139
447,23199
9340,86543
414,23006
414,23197
414,23296
414,23007
79601,1342698
414,23670
73278,1255665
27337,296791
108230,1965067
422,23094
108233,1964234
108233,1964687
108233,1964574
438,23005
105789,1713769
9378,90772
438,23100
5874,60856
438,23101
108233,1964817
79601,1344547
108233,1964239
91274,1591434
108233,1964466
105789,1713757
91274,1591308
73329,1255251
114620,2105435
108234,1964234
114106,2105009
91273,1591434
5874,63720
73329,1255280
108234,1964687
113453,2090725
114106,2104568
60433,1044662
91273,1591308
27361,303283
108234,1964574
91272,1591308
108234,1964817
27361,302721
60422,1044662
108234,1964239
108234,1964466
5874,63700
60439,1044886
108233,1964816
108234,1964816
5874,59706
105861,1716557
105861,1716559
9675,77869
9676,77871
5874,60302
9676,76318
9676,75788
9676,78375
33761,495394
60429,1044921
9676,77342
108259,2034857
5874,60308
570,33368
9676,78374
9676,76317
60431,1044913
9676,75779
108259,2034858
108259,2035783
9687,76228
108259,2035133
60432,1044662
9687,77816
108257,2035134
125453,2258209
108259,2035134
108257,2035628
114563,2094404
9481,83778
108257,2034994
582,33932
108259,2034994
64745,1064087
114563,2094047
576,33932
114201,2094234
108261,2035445
31232,449546
578,34049
9519,111438
5874,63134
579,33823
108264,2035445
114208,2095100
60523,1014601
114209,2095122
43401,660524
31225,449555
581,33823
31225,449538
114209,2094526
60530,1014552
108264,2034971
5874,60872
62582,1005724
31301,463836
62582,1005313
108264,2034972
62582,1007646
62582,1007645
62582,1006512
108264,2035446
9656,74211
62582,1005733
108264,2035129
62582,1007653
62582,1006131
108264,2034970
9656,74099
62582,1007286
62582,1006510
108264,2035775
62582,1005309
52137,887121
5874,63694
62582,1007285
108264,2035772
9656,74098
62582,1005729
52137,887122
108264,2035773
125453,2258345
9699,110398
108264,2034969
9699,109876
9699,110397
108264,2034968
9699,110405
9699,110180
9699,110625
9699,109664
52122,887121
60624,1038740
9699,109663
9699,109665
114564,2094913
60600,1038740
108264,2035395
114564,2094551
125453,2258545
33807,508825
114564,2094550
108261,2034970
9699,109916
108261,2035775
33808,508820
640,49618
33808,508812
52122,887005
9699,109362
31319,462937
108261,2035773
31319,462332
108261,2034969
63692,1037523
31325,462711
9731,155171
52175,887122
108261,2034968
13162,132775
31320,462271
9731,155710
125453,2258304
33825,489607
9719,155170
108261,2035395
33828,489039
9730,155445
91537,1600750
31324,463761
85206,1356477
125453,2258397
52122,887122
25156,308398
31349,462481
108266,2035721
52129,887122
125453,2258510
60616,1038734
52141,887165
91537,1603500
52141,887288
91537,1600038
32730,472249
52201,887001
125453,2258445
32730,472543
114261,2095920
52208,887242
32730,470456
52208,887183
108265,2035386
32730,472250
114265,2099058
5874,63130
91537,1603499
114265,2098940
125453,2258213
34942,496237
60619,1038888
32730,471347
91537,1600037
9714,155435
85274,1371204
9714,155434
32730,472252
9714,155339
32730,472547
9714,155161
125453,2258566
108266,2035386
91537,1603571
31380,427997
125453,2258097
63434,1038683
9722,155102
108262,2035098
33884,493936
5874,62584
87169,1420026
125453,2257782
31419,473717
114345,2097896
114345,2097976
91569,1578398
114345,2097897
33888,494436
31991,449695
108262,2034935
91569,1579639
125453,2258083
33887,493974
114347,2098040
91569,1579638
114347,2098082
85447,1395741
114347,2097991
79742,1332491
114347,2097947
91569,1580094
9714,155102
114346,2097791
60686,1030278
31990,449695
91569,1579641
93263,1579678
85514,1439613
648,49414
125453,2257781
108262,2035720
31434,474739
25200,319912
648,50167
648,49619
648,49233
31435,475417
31435,475416
31435,474395
79735,1332491
31435,475917
125453,2257792
119731,2177481
25200,319913
31435,477432
9713,155406
31435,476900
91663,1579272
119737,2181290
108262,2035721
91654,1580578
31435,476901
91654,1579228
31435,476432
119737,2181276
91654,1581378
119737,2180898
9718,155102
125453,2258443
91654,1580594
91656,1579295
31435,477444
91657,1581112
31435,474398
85677,1424436
31435,474912
85678,1424417
31435,477443
85678,1424391
125453,2258188
91672,1556610
31435,474412
85678,1424427
31435,477943
75035,1259793
85678,1424437
43435,668899
