31410,492281
3025,66989
3025,67720
3025,67313
3025,66954
31418,492283
3025,67726
31410,492283
66233,1107199
66234,1107209
47204,837657
66243,1107214
66251,1107244
48726,841591
66373,1114061
66374,1114117
31434,480520
31435,501333
47262,865207
31436,501333
31436,481719
47262,865206
47262,865500
47262,865294
47262,865189
47262,865716
47262,864999
47262,865090
66375,1114118
66375,1114036
31435,481402
31436,481402
31435,501336
32741,501346
47262,865352
3091,64870
32741,501333
32741,500999
66453,1116228
47262,865408
31456,484581
66453,1116052
47262,865607
31457,483882
31459,483417
31461,484422
31461,482939
31461,483663
31461,483281
31462,483962
17929,193804
31484,500121
47372,845502
47372,845703
47262,865609
47262,865094
3130,64870
17925,193804
47262,865272
47262,865621
47262,865499
17937,193868
47262,865293
47262,865102
47262,865708
3095,64848
70556,1148819
17938,193868
47262,865292
47262,865191
47262,865092
47262,864983
17918,193868
3122,64848
47262,864982
47262,865510
47262,865495
47372,845708
47372,845392
17944,193834
47372,845804
18089,193961
47372,845482
47263,865626
47264,865004
17945,193802
17946,193802
17948,193802
17947,193802
17948,194052
17947,193889
3096,64882
17950,195785
3694,64820
17953,195787
17955,195759
18006,195749
18006,195700
17987,195760
47334,843731
18002,195670
48738,843731
47334,844135
48554,844937
18019,194704
47352,843802
111529,2011493
47351,843802
18061,195010
47352,843863
111529,2011444
111529,2011988
18061,195046
111529,2034371
111541,2002698
18061,195148
47368,845756
47386,845756
47368,845644
47368,845170
47368,845647
47368,845729
18121,195184
18117,195184
18122,195184
18116,195184
18115,195184
18113,195184
18102,195184
18114,195184
18112,195184
18101,195184
18100,195184
18111,195184
18110,195184
111559,1821636
3098,64848
18109,195184
18103,195184
70556,1116228
18107,195184
18108,195184
18105,195184
70556,1116049
18104,195184
70557,1148819
18106,195184
18119,195184
18120,195184
18118,195184
18123,195184
70557,1116049
97854,1677170
97892,1656804
97893,1656804
97919,1638968
111563,2038853
97922,1640116
74891,1294783
74886,1294783
111575,1843957
6238,93427
66545,1141837
111614,1736229
